Fragebogenkürzel;Frage;Item;Subskala1;Subskala2;Subskala3;Umkodieren? (x);Wie viele Antwortmöglichkeiten? (2-7);Wie Score Berechenen
PSWQ1[PSWQ02];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Meine Sorgen wachsen mir über den Kopf.];PSWQ_Concerns;;;;5;Summe
PSWQ1[PSWQ03];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Ich neige nicht dazu, mir über Dinge Sorgen zu machen.];PSWQ_Concerns;;;x;5;Summe
PSWQ1[PSWQ04];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Viele Situationen machen mir Sorgen.];PSWQ_Concerns;;;;5;Summe
PSWQ1[PSWQ05];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Ich weiß, ich sollte mir keine Sorgen machen, aber ich kann nichts dagegen machen.];PSWQ_Concerns;;;;5;Summe
PSWQ1[PSWQ06];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Wenn ich unter Druck stehe, mache ich mir viele Sorgen.];PSWQ_Concerns;;;;5;Summe
PSWQ1[PSWQ07];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Über irgendetwas mache ich mir immer Sorgen.];PSWQ_Concerns;;;;5;Summe
PSWQ1[PSWQ08];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Mir fällt es leicht, sorgenvolle Gedanken zu vertreiben.];PSWQ_Concerns;;;x;5;Summe
PSWQ1[AC13];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Orangen sind Früchte.];AttentionCheck;;;;5;Summe
PSWQ2[PSWQ09];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Sobald ich eine Aufgabe beendet habe, fange ich an, mir über all das Sorgen zu machen, was ich sonst noch tun muss.];PSWQ_Concerns;;;;5;Summe
PSWQ2[PSWQ10];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Ich mache mir nie über etwas Sorgen.];PSWQ_Concerns;;;x;5;Summe
PSWQ2[PSWQ11];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Wenn ich in einer Angelegenheit nichts mehr tun kann, mache ich mir auch keine Sorgen mehr darüber.];PSWQ_Concerns;;;x;5;Summe
PSWQ2[PSWQ12];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Ich war schon immer jemand, der sich viel Sorgen macht.];PSWQ_Concerns;;;;5;Summe
PSWQ2[PSWQ13];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Mir fällt auf, dass ich mir über einiges Sorgen gemacht habe.];PSWQ_Concerns;;;;5;Summe
PSWQ2[PSWQ14];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Wenn ich erst einmal anfange, mir Sorgen zu machen, kann ich nicht mehr damit aufhören.];PSWQ_Concerns;;;;5;Summe
PSWQ2[PSWQ15];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Ich mache mir die ganze Zeit über Sorgen.];PSWQ_Concerns;;;;5;Summe
PSWQ2[PSWQ16];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Ich mache mir über Vorhaben so lange Sorgen, bis sie komplett erledigt sind.];PSWQ_Concerns;;;;5;Summe
PTM1[PTM01];"Dieser Fragebogen umfasst einige Aussagen, welche sich zur Beschreibung Ihrer eigenen Person eignen könnten. Lesen Sie bitte jede dieser Aussagen aufmerksam durch und überlegen Sie, ob diese Aussage auf Sie persönlich zutrifft oder nicht. Zur Bewertung jeder Aussage steht Ihnen eine fünffach abgestufte Skala zur Verfügung. Es gibt bei diesem Fragebogen keine ,richtigen ‘oder ,falschen’ Antworten, und Sie müssen kein Experte (keine Expertin) sein, um den Fragebogen angemessen beantworten zu können. Sie erfüllen den Zweck der Befragung am besten, wenn Sie die Fragen so wahrheitsgemäß wie möglich beantworten. Bitte lesen Sie jede Aussage genau durch und wählen Sie als Antwort die Kategorie an, die Ihre Sichtweise am besten ausdrückt. Bitte bewerten Sie die Aussagen zügig aber sorgfältig. Lassen Sie keine Aussage aus. Auch wenn Ihnen einmal die Entscheidung schwerfallen sollte, wählen Sie trotzdem immer eine Antwort, und zwar die, welche noch am ehesten auf Sie zutrifft.  Im Folgenden sehen Sie ein paar Aussagen, die Sie mehr oder weniger gut beschreiben. Bitte geben Sie an, wie gut jede Aussage Sie beschreibt, indem sie die folgende Skala benutzen: ""beschreibt mich gar nicht"", ""beschreibt mich ein wenig"", ""beschreibt mich einigermaßen"", ""beschreibt mich ganz gut"", ""beschreibt mich sehr gut"". ";Ich kann Andern am besten helfen, wenn man mir zuschaut.];PTM_public;;;;5;Mittelwert
PTM1[PTM02];"Dieser Fragebogen umfasst einige Aussagen, welche sich zur Beschreibung Ihrer eigenen Person eignen könnten. Lesen Sie bitte jede dieser Aussagen aufmerksam durch und überlegen Sie, ob diese Aussage auf Sie persönlich zutrifft oder nicht. Zur Bewertung jeder Aussage steht Ihnen eine fünffach abgestufte Skala zur Verfügung. Es gibt bei diesem Fragebogen keine ,richtigen ‘oder ,falschen’ Antworten, und Sie müssen kein Experte (keine Expertin) sein, um den Fragebogen angemessen beantworten zu können. Sie erfüllen den Zweck der Befragung am besten, wenn Sie die Fragen so wahrheitsgemäß wie möglich beantworten. Bitte lesen Sie jede Aussage genau durch und wählen Sie als Antwort die Kategorie an, die Ihre Sichtweise am besten ausdrückt. Bitte bewerten Sie die Aussagen zügig aber sorgfältig. Lassen Sie keine Aussage aus. Auch wenn Ihnen einmal die Entscheidung schwerfallen sollte, wählen Sie trotzdem immer eine Antwort, und zwar die, welche noch am ehesten auf Sie zutrifft.  Im Folgenden sehen Sie ein paar Aussagen, die Sie mehr oder weniger gut beschreiben. Bitte geben Sie an, wie gut jede Aussage Sie beschreibt, indem sie die folgende Skala benutzen: ""beschreibt mich gar nicht"", ""beschreibt mich ein wenig"", ""beschreibt mich einigermaßen"", ""beschreibt mich ganz gut"", ""beschreibt mich sehr gut"". ";Es gibt mir ein gutes Gefühl, wenn ich jemanden trösten kann, der sehr aufgebracht ist.];PTM_emotional;;;;5;Mittelwert
PTM1[PTM03];"Dieser Fragebogen umfasst einige Aussagen, welche sich zur Beschreibung Ihrer eigenen Person eignen könnten. Lesen Sie bitte jede dieser Aussagen aufmerksam durch und überlegen Sie, ob diese Aussage auf Sie persönlich zutrifft oder nicht. Zur Bewertung jeder Aussage steht Ihnen eine fünffach abgestufte Skala zur Verfügung. Es gibt bei diesem Fragebogen keine ,richtigen ‘oder ,falschen’ Antworten, und Sie müssen kein Experte (keine Expertin) sein, um den Fragebogen angemessen beantworten zu können. Sie erfüllen den Zweck der Befragung am besten, wenn Sie die Fragen so wahrheitsgemäß wie möglich beantworten. Bitte lesen Sie jede Aussage genau durch und wählen Sie als Antwort die Kategorie an, die Ihre Sichtweise am besten ausdrückt. Bitte bewerten Sie die Aussagen zügig aber sorgfältig. Lassen Sie keine Aussage aus. Auch wenn Ihnen einmal die Entscheidung schwerfallen sollte, wählen Sie trotzdem immer eine Antwort, und zwar die, welche noch am ehesten auf Sie zutrifft.  Im Folgenden sehen Sie ein paar Aussagen, die Sie mehr oder weniger gut beschreiben. Bitte geben Sie an, wie gut jede Aussage Sie beschreibt, indem sie die folgende Skala benutzen: ""beschreibt mich gar nicht"", ""beschreibt mich ein wenig"", ""beschreibt mich einigermaßen"", ""beschreibt mich ganz gut"", ""beschreibt mich sehr gut"". ";Wenn andere Menschen um mich sind, fällt es mir einfacher Bedürftigen zu helfen.];PTM_public;;;;5;Mittelwert
PTM1[PTM04];"Dieser Fragebogen umfasst einige Aussagen, welche sich zur Beschreibung Ihrer eigenen Person eignen könnten. Lesen Sie bitte jede dieser Aussagen aufmerksam durch und überlegen Sie, ob diese Aussage auf Sie persönlich zutrifft oder nicht. Zur Bewertung jeder Aussage steht Ihnen eine fünffach abgestufte Skala zur Verfügung. Es gibt bei diesem Fragebogen keine ,richtigen ‘oder ,falschen’ Antworten, und Sie müssen kein Experte (keine Expertin) sein, um den Fragebogen angemessen beantworten zu können. Sie erfüllen den Zweck der Befragung am besten, wenn Sie die Fragen so wahrheitsgemäß wie möglich beantworten. Bitte lesen Sie jede Aussage genau durch und wählen Sie als Antwort die Kategorie an, die Ihre Sichtweise am besten ausdrückt. Bitte bewerten Sie die Aussagen zügig aber sorgfältig. Lassen Sie keine Aussage aus. Auch wenn Ihnen einmal die Entscheidung schwerfallen sollte, wählen Sie trotzdem immer eine Antwort, und zwar die, welche noch am ehesten auf Sie zutrifft.  Im Folgenden sehen Sie ein paar Aussagen, die Sie mehr oder weniger gut beschreiben. Bitte geben Sie an, wie gut jede Aussage Sie beschreibt, indem sie die folgende Skala benutzen: ""beschreibt mich gar nicht"", ""beschreibt mich ein wenig"", ""beschreibt mich einigermaßen"", ""beschreibt mich ganz gut"", ""beschreibt mich sehr gut"". ";Ich denke, eines der besten Dinge daran anderen zu helfen ist, dass es mich gut aussehen lässt.];PTM_Altruism;;;;5;Mittelwert
PTM1[PTM05];"Dieser Fragebogen umfasst einige Aussagen, welche sich zur Beschreibung Ihrer eigenen Person eignen könnten. Lesen Sie bitte jede dieser Aussagen aufmerksam durch und überlegen Sie, ob diese Aussage auf Sie persönlich zutrifft oder nicht. Zur Bewertung jeder Aussage steht Ihnen eine fünffach abgestufte Skala zur Verfügung. Es gibt bei diesem Fragebogen keine ,richtigen ‘oder ,falschen’ Antworten, und Sie müssen kein Experte (keine Expertin) sein, um den Fragebogen angemessen beantworten zu können. Sie erfüllen den Zweck der Befragung am besten, wenn Sie die Fragen so wahrheitsgemäß wie möglich beantworten. Bitte lesen Sie jede Aussage genau durch und wählen Sie als Antwort die Kategorie an, die Ihre Sichtweise am besten ausdrückt. Bitte bewerten Sie die Aussagen zügig aber sorgfältig. Lassen Sie keine Aussage aus. Auch wenn Ihnen einmal die Entscheidung schwerfallen sollte, wählen Sie trotzdem immer eine Antwort, und zwar die, welche noch am ehesten auf Sie zutrifft.  Im Folgenden sehen Sie ein paar Aussagen, die Sie mehr oder weniger gut beschreiben. Bitte geben Sie an, wie gut jede Aussage Sie beschreibt, indem sie die folgende Skala benutzen: ""beschreibt mich gar nicht"", ""beschreibt mich ein wenig"", ""beschreibt mich einigermaßen"", ""beschreibt mich ganz gut"", ""beschreibt mich sehr gut"". ";Ich habe am meisten davon Anderen zu helfen, wenn ich es vor anderen Menschen tue.];PTM_public;;;;5;Mittelwert
PTM1[PTM06];"Dieser Fragebogen umfasst einige Aussagen, welche sich zur Beschreibung Ihrer eigenen Person eignen könnten. Lesen Sie bitte jede dieser Aussagen aufmerksam durch und überlegen Sie, ob diese Aussage auf Sie persönlich zutrifft oder nicht. Zur Bewertung jeder Aussage steht Ihnen eine fünffach abgestufte Skala zur Verfügung. Es gibt bei diesem Fragebogen keine ,richtigen ‘oder ,falschen’ Antworten, und Sie müssen kein Experte (keine Expertin) sein, um den Fragebogen angemessen beantworten zu können. Sie erfüllen den Zweck der Befragung am besten, wenn Sie die Fragen so wahrheitsgemäß wie möglich beantworten. Bitte lesen Sie jede Aussage genau durch und wählen Sie als Antwort die Kategorie an, die Ihre Sichtweise am besten ausdrückt. Bitte bewerten Sie die Aussagen zügig aber sorgfältig. Lassen Sie keine Aussage aus. Auch wenn Ihnen einmal die Entscheidung schwerfallen sollte, wählen Sie trotzdem immer eine Antwort, und zwar die, welche noch am ehesten auf Sie zutrifft.  Im Folgenden sehen Sie ein paar Aussagen, die Sie mehr oder weniger gut beschreiben. Bitte geben Sie an, wie gut jede Aussage Sie beschreibt, indem sie die folgende Skala benutzen: ""beschreibt mich gar nicht"", ""beschreibt mich ein wenig"", ""beschreibt mich einigermaßen"", ""beschreibt mich ganz gut"", ""beschreibt mich sehr gut"". ";Ich tendiere dazu, Menschen zu helfen, die wirklich bedürftig sind oder eine Krise erleben.];PTM_dire;;;;5;Mittelwert
